_id,Id,imei,serialnumber,createdtime,updatedtime,batterydetails.battery_date_of_manufacture,batterydetails.battery_manufacturer,batterydetails.battery_model_name,batterydetails.battery_type,batterydetails.battery_voltage,batterydetails.battery_capacity,batterydetails.battery_status,locationlog.lng,locationlog.odo,locationlog.lat,deleted,userId,mobilize.is_mobilized,mobilize.command_status,mobilize.status,mobilize.retry,blockchain.blockchain_referance_id,blockchain.pda_address,blockchain.blockchain_tx_hash,blockchain.blockchain_tx_status,blockchain.blockchain_sync_at,blockchain.blockchain_error,blockchain.on_chain_metadata,connectedsystem,lastUpdated,setchargingstatus,chargingStatus,current,cyclecount,soc,soh,voltage
69f1addd0e0d1a16e84348fa,69f1addd0e0d1a16e84348fb,9000035,test-battery-35,2026-04-29T07:06:05.411Z,2026-04-29T11:18:09.574Z,2026-04-29,Vivitron,LI,Li-ION,51.2 Volts,2.3 KWH,,0,6,0,false,69f1a24167123cf89c04a373,false,,,0,,,,false,1970-01-01T00:00:00.000Z,,,site-1,2026-04-29T07:12:00.830Z,2,0,0,0,100,0,0
69f1addd0e0d1a16e84348fc,69f1addd0e0d1a16e84348fd,9000036,test-battery-36,2026-04-29T07:06:05.411Z,2026-04-29T11:18:09.656Z,2026-04-29,Vivitron,LI,Li-ION,51.2 Volts,2.3 KWH,,0,6,0,false,69f1a24167123cf89c04a373,false,,,0,,,,false,1970-01-01T00:00:00.000Z,,,site-1,2026-04-29T07:12:00.830Z,2,0,0,0,100,0,0
69f1addd0e0d1a16e84348fe,69f1addd0e0d1a16e84348ff,9000037,test-battery-37,2026-04-29T07:06:05.411Z,2026-04-29T11:18:09.738Z,2026-04-29,Vivitron,LI,Li-ION,51.2 Volts,2.3 KWH,,0,6,0,false,69f1a24167123cf89c04a373,false,,,0,,,,false,1970-01-01T00:00:00.000Z,,,site-1,2026-04-29T07:12:00.830Z,2,0,0,0,100,0,0
69f1addd0e0d1a16e8434900,69f1addd0e0d1a16e8434901,9000038,test-battery-38,2026-04-29T07:06:05.411Z,2026-04-29T11:18:09.819Z,2026-04-29,Vivitron,LI,Li-ION,51.2 Volts,2.3 KWH,,0,6,0,false,69f1a24167123cf89c04a373,false,,,0,,,,false,1970-01-01T00:00:00.000Z,,,site-1,2026-04-29T07:12:00.830Z,2,0,0,0,100,0,0
69f1addd0e0d1a16e8434902,69f1addd0e0d1a16e8434903,9000039,test-battery-39,2026-04-29T07:06:05.411Z,2026-04-29T11:18:08.826Z,2026-04-29,Vivitron,LI,Li-ION,51.2 Volts,2.3 KWH,,0,6,0,false,69f1a24167123cf89c04a373,false,,,0,,,,false,1970-01-01T00:00:00.000Z,,,site-1,2026-04-29T07:12:00.830Z,2,0,0,0,100,0,0
69f1addd0e0d1a16e8434904,69f1addd0e0d1a16e8434905,9000040,test-battery-40,2026-04-29T07:06:05.411Z,2026-04-29T11:18:09.983Z,2026-04-29,Vivitron,LI,Li-ION,51.2 Volts,2.3 KWH,,0,6,0,false,69f1a24167123cf89c04a373,false,,,0,,,,false,1970-01-01T00:00:00.000Z,,,site-1,2026-04-29T07:12:00.830Z,2,0,0,0,100,0,0
69f1addd0e0d1a16e8434906,69f1addd0e0d1a16e8434907,9000041,test-battery-41,2026-04-29T07:06:05.411Z,2026-04-29T11:18:10.066Z,2026-04-29,Vivitron,LI,Li-ION,51.2 Volts,2.3 KWH,,0,6,0,false,69f1a24167123cf89c04a373,false,,,0,,,,false,1970-01-01T00:00:00.000Z,,,site-1,2026-05-04T05:35:06.813Z,2,2,-60,0,10,0,0
69f1addd0e0d1a16e8434908,69f1addd0e0d1a16e8434909,9000042,test-battery-42,2026-04-29T07:06:05.411Z,2026-04-29T11:18:10.152Z,2026-04-29,Vivitron,LI,Li-ION,51.2 Volts,2.3 KWH,,0,6,0,false,69f1a06367123cf89c04a369,false,,,0,,,,false,1970-01-01T00:00:00.000Z,,,user-2-p,2026-04-29T07:16:00.836Z,1,1,60,0,6,0,0
69f1addd0e0d1a16e843490a,69f1addd0e0d1a16e843490b,9000043,test-battery-43,2026-04-29T07:06:05.411Z,2026-04-29T11:18:10.236Z,2026-04-29,Vivitron,LI,Li-ION,51.2 Volts,2.3 KWH,,0,6,0,false,69f1a24167123cf89c04a373,false,,,0,,,,false,1970-01-01T00:00:00.000Z,,,site-1,2026-05-04T05:35:34.984Z,1,0,0,0,0,0,0
69f1addd0e0d1a16e843490c,69f1addd0e0d1a16e843490d,9000044,test-battery-44,2026-04-29T07:06:05.411Z,2026-04-29T11:18:10.319Z,2026-04-29,Vivitron,LI,Li-ION,51.2 Volts,2.3 KWH,,0,6,0,false,69f1a24167123cf89c04a373,false,,,0,,,,false,1970-01-01T00:00:00.000Z,,,site-1,2026-05-04T05:35:35.419Z,1,0,0,0,0,0,0
69f1addd0e0d1a16e843490e,69f1addd0e0d1a16e843490f,9000045,test-battery-45,2026-04-29T07:06:05.411Z,2026-04-29T11:18:10.403Z,2026-04-29,Vivitron,LI,Li-ION,51.2 Volts,2.3 KWH,,0,6,0,false,69f1a24167123cf89c04a373,false,,,0,,,,false,1970-01-01T00:00:00.000Z,,,site-1,2026-04-29T07:19:40.668Z,2,0,0,0,100,0,0
69f1addd0e0d1a16e8434910,69f1addd0e0d1a16e8434911,9000046,test-battery-46,2026-04-29T07:06:05.411Z,2026-04-29T11:18:10.490Z,2026-04-29,Vivitron,LI,Li-ION,51.2 Volts,2.3 KWH,,0,6,0,false,69f1a24167123cf89c04a373,false,,,0,,,,false,1970-01-01T00:00:00.000Z,,,site-1,2026-04-29T07:20:05.633Z,2,0,0,0,100,0,0
69f1addd0e0d1a16e8434912,69f1addd0e0d1a16e8434913,9000047,test-battery-47,2026-04-29T07:06:05.411Z,2026-04-29T11:18:10.572Z,2026-04-29,Vivitron,LI,Li-ION,51.2 Volts,2.3 KWH,,0,6,0,false,69f1a24167123cf89c04a373,false,,,0,,,,false,1970-01-01T00:00:00.000Z,,,site-1,2026-04-29T07:20:20.078Z,2,0,0,0,100,0,0
69f1addd0e0d1a16e8434914,69f1addd0e0d1a16e8434915,9000048,test-battery-48,2026-04-29T07:06:05.411Z,2026-04-29T11:18:10.654Z,2026-04-29,Vivitron,LI,Li-ION,51.2 Volts,2.3 KWH,,0,6,0,false,69f1a24167123cf89c04a373,false,,,0,,,,false,1970-01-01T00:00:00.000Z,,,site-1,2026-04-29T07:20:31.261Z,2,0,0,0,100,0,0
69f1addd0e0d1a16e8434916,69f1addd0e0d1a16e8434917,9000049,test-battery-49,2026-04-29T07:06:05.411Z,2026-04-29T11:18:10.736Z,2026-04-29,Vivitron,LI,Li-ION,51.2 Volts,2.3 KWH,,0,6,0,false,69f1a24167123cf89c04a373,false,,,0,,,,false,1970-01-01T00:00:00.000Z,,,site-1,2026-04-29T07:20:42.611Z,2,0,0,0,100,0,0
69f1addd0e0d1a16e8434918,69f1addd0e0d1a16e8434919,9000050,test-battery-50,2026-04-29T07:06:05.411Z,2026-04-29T11:18:10.819Z,2026-04-29,Vivitron,LI,Li-ION,51.2 Volts,2.3 KWH,,0,6,0,false,69f1a24167123cf89c04a373,false,,,0,,,,false,1970-01-01T00:00:00.000Z,,,site-1,2026-04-29T07:20:53.309Z,2,0,0,0,100,0,0
